40,3948
40,4091
40,3698
40,3880
40,3864
40,3937
40,3869
40,4007
40,3761
40,3990
40,3875
40,3864
40,3886
40,3883
40,4005
40,3886
40,3835
40,3662
40,4004
40,3869
40,3097
40,3317
40,3132
40,3230
40,3232
40,3252
40,3219
40,3365
40,3366
40,3181
40,3228
40,3297
40,3302
40,3238
40,3318
40,3335
40,3271
40,3396
40,3308
40,3282
40,3118
40,3069
40,3195
40,3014
40,3014
40,3013
40,3011
40,3134
40,3078
40,3220
40,3084
40,2949
40,3014
40,3208
40,3186
40,3159
40,3007
40,3091
40,2994
40,3068
40,3806
40,3687
40,3806
40,3728
40,4073
40,3857
40,4103
40,3753
40,3692
40,3746
40,3890
40,3729
40,4046
40,3784
40,3813
40,3870
40,3833
40,3740
40,3757
40,4039
40,4127
40,4227
40,4273
40,4147
40,4180
40,4329
40,4057
40,4254
40,4149
40,4095
40,4026
40,4242
40,4156
40,4079
40,3980
40,4109
40,4125
40,4119
40,4125
40,4273
30,2771
30,2806
30,2653
30,2629
30,2832
30,2658
30,2821
30,2664
30,2805
30,2776
30,2660
30,2808
30,2872
30,2650
30,2703
30,2768
30,2667
30,2694
30,2677
30,2742
30,2893
30,2883
30,2816
30,2962
30,2871
30,2894
30,2858
30,2844
30,2904
30,2998
30,2727
30,3059
30,2994
30,2778
30,2852
30,2757
30,2838
30,2846
30,2953
30,2937
30,3347
30,3367
30,3126
30,3354
30,3336
30,3246
30,3280
30,3461
30,3301
30,3181
30,3296
30,3302
30,3357
30,3270
30,3235
30,3187
30,3260
30,3473
30,3297
30,3272
26,4691
30,4890
26,4650
30,5022
26,4683
26,4638
30,4804
26,4950
26,4802
30,4934
30,4789
30,5125
30,4881
26,4583
30,4903
30,5159
30,5132
30,4945
30,4886
30,4948
50,4321
50,4257
50,4157
50,4465
50,4264
50,4328
50,4388
50,4348
50,4228
50,4417
50,4324
50,4223
50,4239
50,4279
50,4397
50,4263
50,4502
50,4362
50,4222
50,4287
