10,1327
10,1337
10,1339
10,1341
10,1339
10,1311
10,1372
10,1352
10,1409
10,1338
10,1295
10,1355
10,1401
10,1383
10,1396
10,1318
10,1317
10,1375
10,1374
10,1347
10,1015
10,984
10,983
1,1121
10,986
10,981
10,993
10,998
10,1023
10,1128
10,995
10,994
10,995
10,1024
10,1003
10,1067
10,1011
10,1049
10,1006
10,1011
10,1234
10,1163
10,1257
10,1213
10,1278
10,1199
10,1211
10,1232
10,1260
10,1147
10,1208
10,1264
10,1255
10,1180
10,1266
10,1199
10,1242
10,1203
10,1303
10,1217
10,1358
10,1430
10,1457
10,1437
10,1372
10,1310
10,1283
10,1381
10,1352
10,1459
10,1373
10,1375
10,1356
10,1441
10,1375
10,1469
10,1408
10,1384
10,1369
10,1458
10,1726
10,1655
10,1591
10,1815
10,1835
10,1773
10,1647
10,1760
10,1779
10,1622
10,1691
10,1702
10,1633
10,1840
10,1755
10,1801
10,1713
10,1976
10,1770
10,1691
10,1468
10,1550
10,1519
10,1624
10,1518
10,1587
10,1484
10,1447
10,1546
10,1516
10,1534
10,1530
10,1443
10,1493
10,1714
7,2129
5,2089
10,1550
10,1615
10,1654
10,1407
10,1413
10,1306
10,1493
10,1368
10,1534
10,1363
10,1445
10,1392
10,1304
10,1355
10,1395
10,1342
10,1376
10,1373
10,1385
10,1500
10,1427
10,1375
10,1373
4,1849
10,1807
10,1701
10,1772
10,1709
10,1828
10,1754
10,1706
10,1804
10,1745
10,1752
10,1655
10,1675
10,1647
10,1720
10,1617
10,1675
10,1663
10,1745
10,1727
10,2149
4,1782
10,2405
10,2280
10,2072
10,2295
10,2156
10,2515
10,2138
0,1000
1,1223
10,2565
0,1000
10,2251
10,2528
10,2448
10,2151
1,1248
0,1000
10,2036
10,1193
10,1148
10,1160
10,1167
10,1167
10,1176
10,1186
10,1166
10,1176
10,1188
10,1177
10,1163
10,1155
10,1162
10,1178
10,1184
10,1187
10,1185
10,1175
10,1177
