40,3941
40,3854
40,3708
40,3641
40,3712
40,3662
40,4050
40,3886
40,3644
40,3888
40,3713
40,3800
40,3893
40,3477
40,3781
40,3588
40,3587
40,3691
40,3496
40,3784
40,3302
40,3208
40,3320
40,2901
40,3300
40,2903
40,3189
40,3160
40,2930
40,3093
40,2990
40,3016
40,3172
40,3154
40,3229
40,2975
40,2998
40,3075
40,3161
40,3042
40,3098
40,2832
40,2748
40,2881
40,2791
40,3165
40,2770
40,2836
40,2697
40,2819
40,2929
40,2911
40,2748
40,2940
40,3007
40,2891
40,3007
40,2823
40,3064
40,3103
40,3878
11,1577
40,3665
40,3903
40,3743
40,3824
40,3838
40,3876
40,3673
40,3818
40,3764
40,3851
40,4016
40,3859
40,3676
40,3801
40,3753
40,3849
40,3919
40,3685
40,4360
40,4070
40,4067
40,4203
40,4162
40,3913
40,4091
40,4292
28,3603
40,3983
40,3976
34,3730
40,3804
40,4238
40,4526
40,4164
40,3911
40,4120
40,4197
40,4241
30,2726
30,2637
30,2665
30,2514
30,2614
30,2510
30,2780
30,2888
30,2689
30,2718
30,2609
30,2592
30,2595
30,2844
30,2691
30,2606
30,2869
30,2643
30,2630
30,2478
30,2784
30,2765
30,2969
30,2642
30,2688
30,2850
30,2737
30,2939
30,2731
30,2710
30,2763
30,2763
30,2771
30,2634
30,2767
30,2812
30,2824
30,2810
30,2614
30,2823
30,3211
30,3274
30,3191
30,3159
30,3094
30,3335
30,3094
30,3269
30,3092
30,3087
30,3186
30,3118
30,3275
30,3409
30,3099
30,3344
30,3138
30,3128
30,3162
30,3158
30,4605
30,4864
30,4949
26,4669
26,4536
26,4648
30,5105
30,4916
30,4862
30,4830
30,4990
30,4618
30,4911
30,4766
30,4824
30,4928
30,4850
30,4585
30,5072
21,3640
50,4073
50,4114
50,4040
50,4182
50,3966
50,4172
50,4150
50,4025
50,3929
50,4004
50,4072
50,4099
50,4085
50,4032
50,4114
50,4136
50,4115
50,4122
50,4052
50,4070
